Age,Income,Employment_Length,Home_Ownership,Debt_to_Income,Credit_Score,Delinquencies_2yrs,Public_Records,Loan_Status,Loan_ID,Loan_Amount,Loan_Term,Loan_Purpose,Revolving_Utilization,Denial_Reason
44,,0.0,RENT,39.82782433334387,618,1,0,0,LP0238,8357,24,medical,72.90043204129721,Low Credit Score
39,42752.0,29.0,MORTGAGE,18.66628616930639,710,1,0,1,LP0239,12139,48,debt_consolidation,12.999377076406283,
32,59023.0,16.0,OWN,16.140634195722967,696,1,0,1,LP0240,14429,48,medical,17.520761806882405,
50,42960.0,15.0,MORTGAGE,23.48921180444136,686,0,1,1,LP0241,14726,60,medical,15.40612751575125,
26,91688.0,9.0,MORTGAGE,11.971189357722306,780,0,0,1,LP0242,43304,48,medical,14.259892467326527,
33,81370.0,28.0,OWN,25.945822096239635,707,2,0,1,LP0243,37749,48,medical,12.584133525375437,
46,,,RENT,34.7168793746094,650,4,0,0,LP0244,3628,48,home_improvement,64.71742246701761,Delinquencies
48,66357.0,16.0,OWN,21.506620685243718,670,0,0,1,LP0245,23736,48,medical,17.958588633909937,
37,73872.0,8.0,MORTGAGE,20.34302898249796,735,0,0,1,LP0246,20846,36,debt_consolidation,17.84687078411856,
28,53927.0,21.0,MORTGAGE,19.90574023327161,670,0,0,1,LP0247,17014,36,debt_consolidation,11.915757045041426,
35,66454.0,10.0,MORTGAGE,19.549386422915735,720,0,0,1,LP0248,17289,24,debt_consolidation,9.494224294377883,
31,81531.0,29.0,MORTGAGE,22.116144391734114,791,0,0,1,LP0249,25418,48,debt_consolidation,22.780522187635416,
36,44074.0,27.0,OWN,15.994705749378069,724,0,0,1,LP0250,13889,60,medical,16.23365225543466,
49,67675.0,17.0,MORTGAGE,10.451536203732228,695,0,0,1,LP0251,16384,12,home_improvement,16.98484145662521,
26,,3.0,RENT,41.17851667552565,557,5,0,0,LP0252,4207,24,car,71.64453384359754,Low Credit Score
55,33568.0,3.0,RENT,25.0,614,3,0,0,LP0253,8564,12,car,67.68265709532201,Low Credit Score
36,22665.0,3.0,RENT,37.45560600090021,571,3,2,0,LP0254,7330,12,car,67.1428249173813,Low Credit Score
37,93242.0,12.0,MORTGAGE,16.935958692591978,697,1,0,1,LP0255,33557,48,car,12.982510335278846,
54,49227.0,23.0,OWN,20.698901294959786,748,0,0,1,LP0256,18968,60,debt_consolidation,19.110210019644715,
44,77344.0,11.0,MORTGAGE,25.52707800254231,726,0,0,1,LP0257,19380,12,medical,22.29216351713389,
60,,0.0,OTHER,42.24053238687638,602,4,2,0,LP0258,13353,12,medical,68.30528172905416,Low Credit Score
48,20309.0,4.0,RENT,34.11366819449779,582,3,0,0,LP0259,8047,24,car,55.28282820723073,Low Credit Score
36,60947.0,16.0,MORTGAGE,14.541912150905496,670,1,0,1,LP0260,25388,60,car,2.53264743257132,
52,20000.0,3.0,RENT,27.429794946159756,569,2,0,0,LP0261,5882,60,home_improvement,72.26239873270964,Low Credit Score
36,66802.0,14.0,MORTGAGE,30.0,670,1,0,1,LP0262,18564,12,home_improvement,16.25072223866277,
40,47733.0,29.0,MORTGAGE,20.643840528957867,699,0,0,1,LP0263,15232,60,home_improvement,12.096124331571906,
51,71852.0,3.0,OWN,17.863550301801496,703,0,0,1,LP0264,13294,24,debt_consolidation,15.678427267284585,
35,72442.0,17.0,OWN,17.735519972919978,718,2,0,1,LP0265,20330,24,medical,17.151724190855287,
27,,4.0,RENT,39.823712827530095,608,0,0,0,LP0266,9841,24,debt_consolidation,73.32269588574208,Low Credit Score
56,20000.0,1.0,RENT,50.0,453,1,0,0,LP0267,7283,48,debt_consolidation,72.06770387061896,Low Credit Score
31,55425.0,14.0,MORTGAGE,22.28736749000618,671,0,0,1,LP0268,15129,12,medical,14.773291632699683,
50,57197.0,11.0,MORTGAGE,13.819110592563517,697,1,0,1,LP0269,18404,60,home_improvement,14.10699835283223,
33,40000.0,10.0,OWN,13.66690195667934,714,2,0,1,LP0270,8701,24,medical,15.167973166634248,
37,54760.0,28.0,OWN,23.55058803333159,748,0,0,1,LP0271,20280,12,car,12.43407809538068,
47,49608.0,7.0,OWN,5.0,765,0,0,1,LP0272,14496,12,home_improvement,12.41017307752758,
47,33834.0,0.0,RENT,25.0,538,3,1,0,LP0273,9216,48,medical,79.26836141755652,Low Credit Score
27,66876.0,18.0,MORTGAGE,23.045326480236643,717,0,0,1,LP0274,17643,60,debt_consolidation,15.781331208097484,
42,58760.0,20.0,MORTGAGE,19.42672420221626,778,0,0,1,LP0275,17258,60,medical,10.763429860744317,
42,57336.0,28.0,OWN,14.374334532418194,670,0,0,1,LP0276,14632,24,home_improvement,12.74503033436795,
30,65300.0,20.0,MORTGAGE,6.796631067901261,793,1,0,1,LP0277,23887,24,car,24.04294983560704,
48,66984.0,11.0,MORTGAGE,18.76720487977136,670,1,0,1,LP0278,17447,12,debt_consolidation,19.481996702521915,
40,44644.0,8.0,MORTGAGE,17.43688085368607,776,1,0,1,LP0279,20504,60,car,10.214594613666916,
44,,3.0,RENT,31.141267398298105,505,4,0,0,LP0280,8930,60,car,62.30900681323532,Low Credit Score
31,50712.0,5.0,MORTGAGE,27.369587105150178,726,0,0,1,LP0281,10692,24,debt_consolidation,18.136960370418425,
39,21700.0,1.0,RENT,37.50397043627863,506,0,0,0,LP0282,6661,36,medical,52.907512455383966,Low Credit Score
44,83500.0,17.0,MORTGAGE,24.764205873466363,809,0,0,1,LP0283,19617,12,medical,11.460135264967988,
36,40778.0,21.0,MORTGAGE,24.87266727345652,726,0,0,1,LP0284,10901,60,car,10.892429437573812,
47,40000.0,25.0,MORTGAGE,12.430734501994333,736,0,0,1,LP0285,20009,48,medical,16.11920086391618,
51,,4.0,RENT,37.07906587935438,650,1,0,0,LP0286,6699,48,home_improvement,63.343186710886314,Other
31,50992.0,2.0,MORTGAGE,15.602876291420344,704,1,0,1,LP0287,17134,36,car,20.486106648359126,
29,66432.0,29.0,MORTGAGE,19.60113592749673,761,0,0,1,LP0288,23525,24,car,21.904032942275048,
29,64031.0,20.0,OWN,27.212395222836058,717,1,0,1,LP0289,12802,24,car,14.785977512159539,
46,,1.0,RENT,41.89571804869189,650,4,0,0,LP0290,4289,24,home_improvement,48.86660598250536,High DTI
27,23197.0,2.0,RENT,45.366616574181535,631,3,2,0,LP0291,4161,48,car,64.40100475685736,High DTI
54,,1.0,RENT,25.0,581,2,1,0,LP0292,4228,24,medical,48.77285949654154,Low Credit Score
53,40000.0,6.0,MORTGAGE,12.351748851997591,719,1,0,1,LP0293,4000,48,medical,20.5013759007262,
37,62637.0,17.0,OWN,23.220955443954328,748,0,0,1,LP0294,22202,36,medical,22.899334778027537,
37,111589.0,4.0,OWN,20.32792008270516,684,0,0,1,LP0295,56399,12,medical,24.81578993496108,
33,63597.0,18.0,OWN,16.37044343649903,733,0,0,1,LP0296,20019,60,car,16.66327535738554,
51,,2.0,OTHER,26.81015317002264,650,1,1,0,LP0297,3167,36,home_improvement,68.95765151525124,Other
46,93922.0,26.0,MORTGAGE,25.490472812855614,843,0,0,1,LP0298,22139,48,debt_consolidation,16.55308614233074,
44,59442.0,4.0,OWN,15.659086043454778,745,0,0,1,LP0299,15104,36,medical,22.01689328349295,
32,54570.0,9.0,MORTGAGE,13.343662101418678,783,0,0,1,LP0300,10818,60,debt_consolidation,17.166420667196295,
28,40126.0,26.0,MORTGAGE,24.451883756291128,766,0,1,1,LP0301,15489,12,debt_consolidation,19.025418943310168,
41,58601.0,27.0,MORTGAGE,17.490683028171713,740,0,0,1,LP0302,22328,60,car,9.322907723985669,
25,97159.0,14.0,MORTGAGE,21.522673995512548,765,0,0,1,LP0303,17921,48,medical,13.844186123161638,
36,61270.0,22.0,MORTGAGE,13.923200548636899,753,1,0,1,LP0304,22823,60,medical,19.06818074321118,
47,,4.0,RENT,25.0,650,2,1,0,LP0305,16785,36,medical,62.42783963155305,Delinquencies
40,20162.0,3.0,RENT,35.04508664237482,585,1,2,0,LP0306,9884,24,debt_consolidation,53.177535980116,Low Credit Score
45,59809.0,20.0,MORTGAGE,25.97804911505474,743,1,0,1,LP0307,35079,36,medical,15.603273235954433,
39,60666.0,10.0,MORTGAGE,18.175633349638684,740,0,0,1,LP0308,12727,48,medical,11.739889984323602,
34,20000.0,,RENT,30.07235045189265,512,0,0,0,LP0309,11648,12,home_improvement,82.32184577177566,Low Credit Score
29,65101.0,11.0,MORTGAGE,20.94974242277471,767,1,0,1,LP0310,17224,60,car,15.235171820042517,
46,49277.0,19.0,OWN,16.494819449395482,670,1,0,1,LP0311,11863,12,medical,16.208704042662877,
43,63194.0,6.0,OWN,8.908797830014262,680,0,0,1,LP0312,21025,48,medical,10.160672865574565,
34,40000.0,21.0,OWN,17.154244121283398,742,0,0,1,LP0313,9671,60,car,13.67066707156351,
40,43886.0,4.0,OTHER,25.0,624,1,0,0,LP0314,14917,36,car,59.707642994769884,Other
33,78818.0,20.0,OWN,23.138472967507393,763,0,0,1,LP0315,13240,36,debt_consolidation,3.7888917062798533,
42,57418.0,15.0,OWN,19.820335142842072,715,0,0,1,LP0316,15854,48,debt_consolidation,19.16252390686884,
32,59579.0,29.0,MORTGAGE,6.335810997378759,670,0,0,1,LP0317,25533,60,debt_consolidation,15.820079783203056,
44,60954.0,6.0,OWN,22.996648556198767,777,0,0,1,LP0318,17938,36,car,16.326594352241095,
33,,0.0,OTHER,29.805516997036882,529,0,0,0,LP0319,7642,48,home_improvement,54.4968286567786,Low Credit Score
45,95249.0,4.0,MORTGAGE,21.68686567630412,750,0,0,1,LP0320,33101,48,medical,17.931251877651263,
22,47406.0,15.0,OWN,29.39166514580817,823,0,0,1,LP0321,19771,12,car,10.840370880332811,
42,60384.0,27.0,MORTGAGE,14.718453043848667,670,0,0,1,LP0322,8120,36,home_improvement,11.625928778844315,
43,41131.0,8.0,MORTGAGE,18.71027905797,702,0,0,1,LP0323,14743,60,car,18.141650228708983,
38,63425.0,19.0,OWN,18.857309206132985,670,0,0,1,LP0324,17326,36,home_improvement,16.78580868072025,
39,20000.0,3.0,OTHER,26.874973962254032,578,2,1,0,LP0325,6333,36,car,71.86141924241767,Low Credit Score
33,48705.0,4.0,MORTGAGE,12.254225578801012,670,0,0,1,LP0326,19773,36,car,22.886854350440178,
39,55594.0,2.0,MORTGAGE,15.629104217101775,670,0,0,1,LP0327,10039,48,home_improvement,11.207511732134265,
26,79955.0,7.0,MORTGAGE,25.285393127682838,745,0,0,1,LP0328,15889,24,home_improvement,14.337032226893305,
64,20000.0,1.0,OTHER,25.0,587,3,1,0,LP0329,2129,24,home_improvement,75.3299607909639,Low Credit Score
41,71910.0,22.0,OWN,10.692219113745923,754,0,0,1,LP0330,17623,12,home_improvement,4.701092153949555,
37,29942.0,4.0,RENT,36.34810721866744,555,1,1,0,LP0331,12966,36,home_improvement,62.58580164481776,Low Credit Score
46,89209.0,9.0,MORTGAGE,21.48811685366219,700,0,0,1,LP0332,25686,24,home_improvement,17.209668435442588,
43,,4.0,RENT,47.4654690461015,650,1,1,0,LP0333,4224,12,home_improvement,65.27924442679476,High DTI
46,54571.0,22.0,OWN,16.498091297401146,730,1,0,1,LP0334,13720,48,home_improvement,4.782532487574393,
41,104264.0,17.0,MORTGAGE,15.790159013728953,811,0,0,1,LP0335,15766,36,car,20.875789131470707,
43,48877.0,24.0,OWN,21.640244312149207,710,1,0,1,LP0336,9163,60,home_improvement,12.95563315797955,
45,20000.0,,RENT,50.0,549,0,0,0,LP0337,6777,48,home_improvement,64.79573257752989,Low Credit Score
36,70667.0,29.0,MORTGAGE,17.860722223113328,670,1,0,1,LP0338,12904,12,car,9.82615110973217,
33,20000.0,4.0,OTHER,35.020018402536984,650,1,1,0,LP0339,8225,48,car,85.95690329960365,Other
37,78865.0,7.0,OWN,17.59164484574008,772,1,0,1,LP0340,23098,60,debt_consolidation,17.703153630892928,
40,47749.0,16.0,MORTGAGE,18.17065990755789,723,2,0,1,LP0341,14733,48,debt_consolidation,17.357642420876196,
34,50762.0,20.0,MORTGAGE,16.888976685385497,677,0,0,1,LP0342,13815,12,home_improvement,13.725501922555775,
37,119332.0,29.0,MORTGAGE,13.667896942757228,772,0,0,1,LP0343,45022,60,home_improvement,11.75769994528791,
55,40000.0,8.0,OWN,8.419164101670606,707,0,0,1,LP0344,15132,60,debt_consolidation,16.156811621706453,
47,56852.0,3.0,OWN,19.421622247596158,723,1,0,1,LP0345,18960,48,debt_consolidation,21.884429430879248,
54,59037.0,9.0,OWN,13.50853127083848,737,1,0,1,LP0346,21045,60,medical,18.814043447866474,
47,62111.0,25.0,MORTGAGE,17.05302429626393,763,0,0,1,LP0347,17315,48,medical,11.837657918449326,
43,,0.0,RENT,26.78306060624973,650,2,1,0,LP0348,7084,36,home_improvement,73.13371022629424,Delinquencies
38,40000.0,18.0,MORTGAGE,24.806050576605593,850,1,0,1,LP0349,10648,60,medical,11.53605506145021,
48,72444.0,4.0,RENT,40.82676170455635,543,3,1,0,LP0350,21749,48,debt_consolidation,72.45252228818204,Low Credit Score
31,45451.0,29.0,MORTGAGE,24.98424100906664,680,0,0,1,LP0351,12387,36,home_improvement,15.737047411636222,
30,85691.0,11.0,MORTGAGE,14.014286377967164,670,0,0,1,LP0352,21789,60,car,19.068930893671418,
56,27673.0,,RENT,25.104008789103496,469,0,1,0,LP0353,6394,36,car,61.45409367497019,Low Credit Score
32,58859.0,25.0,OWN,10.216183270606379,738,1,0,1,LP0354,20410,60,debt_consolidation,23.59883396464758,
34,77787.0,21.0,OWN,22.776377381187245,756,0,0,1,LP0355,33530,12,medical,23.877072875773447,
38,40110.0,19.0,MORTGAGE,13.675246741845866,720,0,0,1,LP0356,16730,12,car,16.538676344142107,
31,55694.0,27.0,MORTGAGE,10.777413314988635,734,0,0,1,LP0357,9709,48,medical,18.509688702383418,
43,80731.0,7.0,MORTGAGE,23.99417648355678,742,0,0,1,LP0358,34627,24,car,10.497710110152761,
47,52276.0,19.0,MORTGAGE,23.297402650866694,737,0,0,1,LP0359,14019,12,medical,13.195967530804111,
40,43290.0,22.0,MORTGAGE,21.309977835316527,708,0,0,1,LP0360,15587,24,car,21.361351888832747,
45,40745.0,11.0,MORTGAGE,13.504444507863864,834,0,0,1,LP0361,8531,36,car,12.103636913557791,
40,50652.0,12.0,OWN,14.67073295883038,801,0,0,1,LP0362,15914,36,home_improvement,22.43689903508226,
50,82804.0,19.0,OWN,26.510275770079627,753,0,0,1,LP0363,27438,24,home_improvement,20.562820510374163,
37,80773.0,29.0,MORTGAGE,13.467150591114327,744,0,1,1,LP0364,12240,48,debt_consolidation,18.758119805231786,
45,81597.0,18.0,MORTGAGE,19.842418016684977,827,0,0,1,LP0365,29442,60,car,9.136525551701801,
33,79277.0,15.0,MORTGAGE,18.75067317003109,756,0,0,1,LP0366,34453,24,medical,13.440067579648392,
39,,,OTHER,49.14001916612272,518,2,1,0,LP0367,6515,24,car,72.67146901435741,Low Credit Score
28,67152.0,24.0,MORTGAGE,9.253899784948949,758,0,0,1,LP0368,29279,24,medical,10.07125962748985,
45,64044.0,23.0,OWN,13.49676440886162,679,0,0,1,LP0369,17998,24,medical,14.049613763917009,
70,,0.0,RENT,25.106696266519478,588,3,0,0,LP0370,7699,24,car,66.59846049712795,Low Credit Score
31,82425.0,10.0,MORTGAGE,22.28887303497581,714,1,0,1,LP0371,8242,48,medical,12.159138860388522,
51,20000.0,3.0,RENT,40.56301789121383,540,1,1,0,LP0372,10837,12,debt_consolidation,62.939146269613964,Low Credit Score
39,68110.0,4.0,OWN,22.39588150717213,786,0,0,1,LP0373,30618,60,home_improvement,5.996127706059103,
40,53698.0,17.0,MORTGAGE,21.228077370848684,707,0,0,1,LP0374,14581,12,medical,13.066829011428458,
50,60124.0,22.0,MORTGAGE,12.367265938581014,766,1,0,1,LP0375,6180,24,car,18.865907564050687,
26,27670.0,1.0,RENT,32.18982370311483,650,0,0,0,LP0376,9097,12,home_improvement,76.28832746943446,Other
62,58733.0,12.0,OWN,21.932700134919596,708,0,0,1,LP0377,9139,48,debt_consolidation,15.089360532338533,
50,74830.0,20.0,OWN,21.439834760580165,741,0,0,1,LP0378,25777,36,medical,13.878953641029664,
62,50860.0,,RENT,25.579851072746873,453,4,0,0,LP0379,17351,12,medical,70.55626822794872,Low Credit Score
52,58770.0,4.0,OTHER,26.678669558229686,605,0,0,0,LP0380,12098,60,home_improvement,55.17833049515069,Low Credit Score
32,71481.0,16.0,MORTGAGE,18.032397421103582,749,0,0,1,LP0381,29457,48,medical,23.21136140582948,
44,82120.0,21.0,MORTGAGE,20.694889878505492,808,0,0,1,LP0382,31251,36,car,20.021689718208517,
36,,2.0,RENT,44.52281623165129,615,0,0,0,LP0383,10141,48,home_improvement,60.11344603388267,Low Credit Score
55,73465.0,23.0,OWN,20.90026624224071,711,1,0,1,LP0384,22104,24,home_improvement,24.961828319229724,
56,56778.0,15.0,MORTGAGE,16.00424103574819,824,1,0,1,LP0385,8996,36,medical,20.007014551150327,
44,20000.0,1.0,RENT,32.66808462997319,610,4,0,0,LP0386,7955,60,debt_consolidation,57.591457735193394,Low Credit Score
45,44470.0,17.0,MORTGAGE,24.691818657231927,734,1,0,1,LP0387,12138,36,debt_consolidation,11.123368089440431,
29,67108.0,14.0,MORTGAGE,16.177254267324884,741,1,0,1,LP0388,10805,60,debt_consolidation,20.605196319224618,
34,20000.0,0.0,RENT,33.915789848169034,643,3,0,0,LP0389,8704,24,debt_consolidation,60.42986180147802,Delinquencies
34,,0.0,RENT,41.271741209735566,548,1,1,0,LP0390,13035,60,home_improvement,67.25410142629993,Low Credit Score
43,64232.0,9.0,MORTGAGE,13.879705792304941,724,0,0,1,LP0391,19004,48,home_improvement,14.259455102640585,
39,84778.0,5.0,MORTGAGE,25.239307180383722,779,0,0,1,LP0392,43737,12,medical,12.964015910593194,
53,21572.0,,RENT,49.80843341479813,554,1,0,0,LP0393,6668,48,debt_consolidation,51.94328652963758,Low Credit Score
40,46281.0,15.0,OWN,15.550249224197326,824,0,0,1,LP0394,12123,48,debt_consolidation,20.072931266307336,
44,71018.0,19.0,MORTGAGE,16.427969942232018,681,1,0,1,LP0395,16828,36,medical,18.908620941571566,
31,40776.0,3.0,MORTGAGE,10.14503322162664,714,0,0,1,LP0396,18908,24,medical,19.192707387796304,
42,48947.0,6.0,MORTGAGE,5.952628393908547,670,1,0,1,LP0397,10865,12,medical,19.123351966597564,
21,74480.0,21.0,MORTGAGE,18.050859508613602,670,0,0,1,LP0398,27820,60,car,10.419831276462013,
46,,4.0,RENT,32.90959911544884,619,1,0,0,LP0399,12873,36,medical,80.51437765889288,Low Credit Score
62,,4.0,RENT,34.02141294293804,497,2,0,0,LP0400,5079,24,medical,67.64480401073136,Low Credit Score
33,40000.0,2.0,MORTGAGE,15.640702027832683,739,1,0,1,LP0401,16120,12,car,15.540060612194992,
44,58848.0,24.0,OWN,24.076607873390394,718,0,0,1,LP0402,15417,48,debt_consolidation,7.647646531478486,
33,44779.0,2.0,MORTGAGE,10.343859684083112,721,1,0,1,LP0403,11621,24,home_improvement,16.08472163797873,
24,90907.0,5.0,MORTGAGE,7.631269064067314,800,0,0,1,LP0404,37570,24,debt_consolidation,18.273956308340665,
41,48018.0,25.0,MORTGAGE,8.033905882946927,716,0,0,1,LP0405,22075,24,home_improvement,17.620207186851044,
30,37932.0,0.0,OTHER,32.363969594911,650,2,0,0,LP0406,13825,48,home_improvement,63.202438669235924,Delinquencies
41,30421.0,1.0,RENT,34.65176426796267,650,1,0,0,LP0407,7134,60,medical,60.165309800224996,Other
41,56033.0,14.0,MORTGAGE,16.646897102360317,804,1,0,1,LP0408,13948,36,medical,7.497027064456235,
34,82018.0,21.0,OWN,26.72508214993894,710,1,0,1,LP0409,25260,60,car,15.554482150817062,
31,117680.0,14.0,OWN,9.950942731516566,776,0,0,1,LP0410,39080,12,debt_consolidation,23.682764263830414,
42,90697.0,20.0,MORTGAGE,14.256598992474302,702,1,0,1,LP0411,18249,36,debt_consolidation,17.958285419677225,
46,27480.0,0.0,RENT,25.0,650,2,1,0,LP0412,10230,12,home_improvement,68.78310559640859,Delinquencies
55,,,RENT,37.19930168630005,501,1,0,0,LP0413,6171,48,medical,74.4190296176102,Low Credit Score
35,58186.0,28.0,MORTGAGE,20.366862520129803,694,2,0,1,LP0414,7472,60,medical,16.735232287984353,
43,,4.0,RENT,38.88936993172699,552,2,0,0,LP0415,4142,24,debt_consolidation,73.07390410653903,Low Credit Score
45,57582.0,0.0,RENT,34.003820604489086,462,1,1,0,LP0416,14371,36,car,63.53043224562804,Low Credit Score
41,20000.0,2.0,RENT,25.0,582,0,1,0,LP0417,5854,24,medical,40.0,Low Credit Score
37,,,OTHER,33.737263831679336,557,1,0,0,LP0418,12045,12,car,64.48484665295527,Low Credit Score
38,71569.0,20.0,MORTGAGE,13.974713038282982,673,1,0,1,LP0419,23175,24,debt_consolidation,11.495376839157364,
30,40000.0,19.0,OWN,21.579762088419507,674,0,0,1,LP0420,8636,24,debt_consolidation,17.16289661042424,
30,40000.0,3.0,OWN,19.778964874638312,757,0,0,1,LP0421,12882,48,car,14.283772771774926,
40,,0.0,RENT,40.38015758672817,455,2,1,0,LP0422,7497,48,medical,58.16078474650525,Low Credit Score
39,68600.0,2.0,MORTGAGE,25.44882570034283,670,0,1,1,LP0423,22807,60,debt_consolidation,13.977501706150818,
23,46601.0,17.0,MORTGAGE,30.0,753,0,0,1,LP0424,16685,12,home_improvement,22.06530421752021,
43,111638.0,8.0,OWN,15.411233274773666,785,1,0,1,LP0425,46991,48,debt_consolidation,10.374846763806922,
38,51783.0,11.0,MORTGAGE,5.8490393642186485,763,1,0,1,LP0426,15409,48,medical,12.675956098969936,
33,40000.0,17.0,MORTGAGE,18.605734509249483,770,1,0,1,LP0427,18555,60,home_improvement,17.405857787896135,
36,58161.0,6.0,MORTGAGE,14.07160201694002,731,0,0,1,LP0428,22729,36,debt_consolidation,10.060410831794906,
27,43001.0,25.0,MORTGAGE,22.171142032997746,807,0,1,1,LP0429,9858,60,medical,9.83888308802062,
47,62310.0,3.0,MORTGAGE,11.26618795618118,768,0,0,1,LP0430,32462,24,medical,15.688719470015688,
22,51502.0,29.0,MORTGAGE,14.384561351820688,738,0,0,1,LP0431,17134,24,debt_consolidation,19.336766894594387,
42,88895.0,13.0,MORTGAGE,18.013426703773895,724,0,0,1,LP0432,19244,48,medical,19.989389078971275,
37,73826.0,9.0,MORTGAGE,23.27333289384382,784,0,0,1,LP0433,34350,48,car,15.45869937993641,
37,71957.0,25.0,MORTGAGE,22.577085106151372,788,1,0,1,LP0434,36538,60,home_improvement,11.639336707513367,
38,95765.0,19.0,OWN,21.713749808934622,807,0,0,1,LP0435,28413,60,car,16.37831598817129,
39,59288.0,19.0,MORTGAGE,21.143579304001527,725,0,0,1,LP0436,14800,12,debt_consolidation,17.83069154356185,
29,44300.0,12.0,MORTGAGE,13.730301458061536,685,1,0,1,LP0437,12526,24,car,16.30930329645137,
38,54387.0,3.0,MORTGAGE,22.89462003432712,675,1,0,1,LP0438,20203,60,debt_consolidation,21.170849293956877,
43,27554.0,,RENT,36.86543619035887,563,1,0,0,LP0439,11787,36,debt_consolidation,78.08474169200163,Low Credit Score
39,40000.0,24.0,MORTGAGE,17.66558730771431,670,0,0,1,LP0440,14281,12,medical,11.515119911782188,
25,48084.0,21.0,OWN,24.2394797905396,670,0,0,1,LP0441,14914,60,medical,20.47674597199362,
40,72412.0,26.0,OWN,16.520407894915575,704,1,0,1,LP0442,32571,48,debt_consolidation,7.6349008474236815,
25,,4.0,OTHER,32.26952123032122,564,2,1,0,LP0443,6553,60,home_improvement,65.32686234438577,Low Credit Score
35,29650.0,3.0,RENT,37.241644328401556,502,0,0,0,LP0444,11951,48,home_improvement,65.26507179375304,Low Credit Score
31,68332.0,23.0,OWN,20.6419640593386,765,0,0,1,LP0445,18531,48,home_improvement,7.178975493265157,
43,58309.0,19.0,MORTGAGE,24.730314883652255,768,0,0,1,LP0446,20005,24,car,14.064255976795433,
34,79778.0,8.0,MORTGAGE,18.887856543200186,764,0,0,1,LP0447,23027,24,debt_consolidation,18.731469299442267,
38,96169.0,19.0,MORTGAGE,23.534952064892515,726,0,0,1,LP0448,28313,60,medical,15.781639577605514,
45,34215.0,0.0,OTHER,30.90146151632724,611,3,0,0,LP0449,8973,60,car,71.5855160200401,Low Credit Score
42,39680.0,,RENT,50.0,493,2,0,0,LP0450,17240,36,car,40.005174717236486,Low Credit Score
39,97903.0,26.0,OWN,20.04332641686084,703,0,0,1,LP0451,22195,12,medical,13.071841195272402,
52,,1.0,RENT,49.47253398915528,555,2,0,0,LP0452,6971,12,debt_consolidation,54.67535024031898,Low Credit Score
52,59186.0,26.0,MORTGAGE,7.21699651683606,755,0,0,1,LP0453,30309,60,car,13.272922879680834,
31,63510.0,14.0,OWN,17.755952059473156,762,0,0,1,LP0454,25263,24,debt_consolidation,13.937344870781544,
52,85987.0,19.0,OWN,21.381550299987893,762,1,0,1,LP0455,8598,36,debt_consolidation,11.461897315656115,
29,47297.0,23.0,OWN,18.82159165950506,681,1,0,1,LP0456,11515,12,debt_consolidation,17.72694740462337,
57,20000.0,1.0,RENT,26.709080926943237,645,2,2,0,LP0457,2376,60,medical,50.96106648599846,Delinquencies
41,,,RENT,37.06026522503188,548,1,1,0,LP0458,4137,24,debt_consolidation,69.50318826780723,Low Credit Score
31,68247.0,28.0,MORTGAGE,20.73231882073831,694,0,0,1,LP0459,6824,24,car,13.973934968870187,
25,84510.0,25.0,MORTGAGE,7.693372720294291,670,0,0,1,LP0460,24195,24,medical,13.860477263865631,
20,63023.0,10.0,MORTGAGE,6.1216699445369205,728,0,0,1,LP0461,11710,48,medical,15.791430146992877,
57,58173.0,24.0,OWN,13.909569751947489,822,0,0,1,LP0462,17800,24,car,12.748882234816843,
34,64224.0,25.0,OWN,18.03255218400448,697,0,0,1,LP0463,8830,60,medical,12.983522090414537,
42,,,RENT,38.8441494248658,570,0,0,0,LP0464,6165,36,car,70.29115108563721,Low Credit Score
30,99228.0,18.0,MORTGAGE,21.189483690834145,790,0,0,1,LP0465,25651,60,home_improvement,13.532387680592942,
36,45034.0,8.0,MORTGAGE,20.317215361804095,767,0,0,1,LP0466,20274,24,car,16.917762018535623,
36,84523.0,3.0,OWN,22.41930601726537,786,1,0,1,LP0467,37286,36,medical,10.552541297557765,
38,84816.0,7.0,MORTGAGE,27.169613260968916,689,0,0,1,LP0468,32105,12,car,12.776549864235637,
23,55039.0,6.0,MORTGAGE,21.27801956436713,670,0,0,1,LP0469,14714,12,home_improvement,8.837197187546597,
29,43650.0,14.0,MORTGAGE,23.36688961158249,670,0,0,1,LP0470,21761,60,debt_consolidation,24.272167166809137,
42,53573.0,5.0,MORTGAGE,23.603687224083256,790,1,0,1,LP0471,7751,36,debt_consolidation,21.877298388340265,
32,49640.0,8.0,MORTGAGE,20.629887792088084,763,0,0,1,LP0472,7924,60,debt_consolidation,17.977294966393433,
35,,0.0,RENT,29.209570045186638,650,3,0,0,LP0473,5832,36,medical,77.20752603254738,Delinquencies
42,81170.0,9.0,MORTGAGE,21.796939696545785,670,0,0,1,LP0474,42647,36,home_improvement,18.851430256915627,
31,93997.0,25.0,MORTGAGE,10.60926456099169,676,0,0,1,LP0475,26297,60,car,14.140121281755892,
20,20000.0,4.0,OTHER,28.87403745034995,582,4,0,0,LP0476,5633,36,car,57.269618175989095,Low Credit Score
56,20000.0,,OTHER,42.74356410512752,483,3,2,0,LP0477,3116,24,car,51.8605550329003,Low Credit Score
62,,1.0,RENT,50.0,650,1,0,0,LP0478,14374,36,car,67.64541376102066,High DTI
53,41652.0,13.0,MORTGAGE,18.270384099234857,704,0,0,1,LP0479,16465,36,medical,9.135911063667193,
